capture_time,processing_time,render_time,total_time
0.0005269050598144531,0.03407120704650879,0.20212197303771973,0.24071192741394043
0.008703947067260742,0.03334188461303711,0.0003070831298828125,0.04351687431335449
0.0160830020904541,0.03924202919006348,0.0003349781036376953,0.057176828384399414
0.00397801399230957,0.0638437271118164,0.0004112720489501953,0.07009196281433105
0.005733013153076172,0.07071161270141602,0.0003769397735595703,0.07921719551086426
0.01982283592224121,0.07065391540527344,0.00030231475830078125,0.09199905395507812
0.01326894760131836,0.03291797637939453,0.00026798248291015625,0.04791402816772461
0.018954992294311523,0.030163049697875977,0.00026988983154296875,0.05050492286682129
0.020919084548950195,0.03051614761352539,0.00028705596923828125,0.052947044372558594
0.021699190139770508,0.05203986167907715,0.00033593177795410156,0.07519388198852539
0.032260894775390625,0.04642796516418457,0.00032711029052734375,0.08007621765136719
0.005658864974975586,0.047981977462768555,0.0002422332763671875,0.05502176284790039
0.005986690521240234,0.023658037185668945,0.00020194053649902344,0.031180620193481445
0.036785125732421875,0.022375106811523438,0.00035691261291503906,0.060416221618652344
0.02144598960876465,0.30797696113586426,0.0003440380096435547,0.33065009117126465
0.010350227355957031,0.3076610565185547,0.0002262592315673828,0.31945204734802246
0.010793924331665039,0.2670259475708008,0.00025582313537597656,0.2790038585662842
0.02896261215209961,0.5144021511077881,0.0004520416259765625,0.5448739528656006
0.0031249523162841797,0.253633975982666,0.00039005279541015625,0.2590651512145996
0.0047647953033447266,0.27077794075012207,0.0006136894226074219,0.2782289981842041
0.009531974792480469,0.27967000007629395,0.0004410743713378906,0.2922329902648926
0.013095855712890625,0.2733571529388428,0.00021910667419433594,0.28765010833740234
0.01065373420715332,0.265488862991333,0.00023794174194335938,0.2772808074951172
0.03287506103515625,0.2667961120605469,0.0004038810729980469,0.3011589050292969
0.016348838806152344,0.2809128761291504,0.00028896331787109375,0.30013084411621094
0.012304306030273438,0.27559494972229004,0.0004918575286865234,0.2900359630584717
0.0056209564208984375,0.2807459831237793,0.0005741119384765625,0.2888779640197754
0.015230178833007812,0.27748584747314453,0.00039005279541015625,0.2954092025756836
0.00033020973205566406,0.2762570381164551,0.00028204917907714844,0.2783241271972656
0.018171310424804688,0.26985907554626465,0.0003559589385986328,0.2897491455078125
0.012445926666259766,0.5053753852844238,0.0004520416259765625,0.5205039978027344
0.01970696449279785,0.07393813133239746,0.00019788742065429688,0.09638094902038574
0.009053945541381836,0.2652409076690674,0.0004200935363769531,0.27562808990478516
0.029384851455688477,0.27878308296203613,0.0004711151123046875,0.31067895889282227
0.00244903564453125,0.05543780326843262,0.0002028942108154297,0.060263872146606445
0.0060272216796875,0.04100298881530762,0.0002238750457763672,0.04828596115112305
0.009965181350708008,0.04104113578796387,0.00022983551025390625,0.05202198028564453
0.02472400665283203,0.04125213623046875,0.00020313262939453125,0.0671229362487793
0.009181976318359375,0.041626930236816406,0.00021314620971679688,0.05191993713378906
0.027617931365966797,0.04108381271362305,0.00023603439331054688,0.06986594200134277
0.0070569515228271484,0.0408320426940918,0.00022792816162109375,0.049015045166015625
0.022938966751098633,0.04089713096618652,0.00018095970153808594,0.06495785713195801
0.011684179306030273,0.04085588455200195,0.0002009868621826172,0.05358409881591797
0.0229339599609375,0.04102778434753418,0.00022125244140625,0.0649871826171875
0.011484146118164062,0.040924072265625,0.00018596649169921875,0.053641319274902344
0.022935867309570312,0.040984153747558594,0.00019097328186035156,0.06489992141723633
0.010944843292236328,0.04094219207763672,0.0001919269561767578,0.05294299125671387
0.0222318172454834,0.040812015533447266,0.00021195411682128906,0.06415796279907227
0.014378070831298828,0.0413670539855957,0.00018906593322753906,0.05676603317260742
0.020001888275146484,0.04100465774536133,0.0002181529998779297,0.06207394599914551
0.023247241973876953,0.04090595245361328,0.0002269744873046875,0.0653390884399414
0.011790990829467773,0.04098820686340332,0.00021505355834960938,0.053956031799316406
0.011106014251708984,0.040882110595703125,0.0001888275146484375,0.0531919002532959
0.022753000259399414,0.04100775718688965,0.00019097328186035156,0.06481218338012695
0.011121034622192383,0.04092073440551758,0.0002269744873046875,0.05321502685546875
0.022626161575317383,0.040959835052490234,0.0002052783966064453,0.06458926200866699
0.011837959289550781,0.04097318649291992,0.0002028942108154297,0.05397677421569824
0.012362003326416016,0.04087495803833008,0.0002002716064453125,0.05442094802856445
0.010919332504272461,0.0408477783203125,0.00021195411682128906,0.0529170036315918
0.012511968612670898,0.04107332229614258,0.00019478797912597656,0.05474996566772461
0.010599851608276367,0.04098391532897949,0.00020003318786621094,0.05275082588195801
0.011879920959472656,0.04117918014526367,0.00020194053649902344,0.054248809814453125
0.011352062225341797,0.04087233543395996,0.00019478797912597656,0.0534358024597168
0.011560201644897461,0.04093599319458008,0.00021219253540039062,0.053565263748168945
0.010752201080322266,0.0457150936126709,0.00028896331787109375,0.057621002197265625
0.006726980209350586,0.044164180755615234,0.00020384788513183594,0.05215191841125488
0.009063243865966797,0.06983494758605957,0.00031828880310058594,0.08061623573303223
0.013345003128051758,0.06536197662353516,0.00028705596923828125,0.08006906509399414
0.022487163543701172,0.0617520809173584,0.00031185150146484375,0.0858299732208252
0.020985126495361328,0.08840084075927734,0.00036406517028808594,0.11096930503845215
0.02764272689819336,0.09071803092956543,0.00035309791564941406,0.12048101425170898
0.027763843536376953,0.05955696105957031,0.0002779960632324219,0.0890188217163086
0.023614883422851562,0.0681610107421875,0.0002181529998779297,0.09314608573913574
0.017699003219604492,0.2961299419403076,0.00024890899658203125,0.3151118755340576
0.033360958099365234,0.26688122749328613,0.0004649162292480469,0.30168604850769043
0.013489007949829102,0.29324984550476074,0.0004999637603759766,0.30830907821655273
0.0014460086822509766,0.2669239044189453,0.00037598609924316406,0.269881010055542
0.016187191009521484,0.2801179885864258,0.0005650520324707031,0.299530029296875
0.011919736862182617,0.268265962600708,0.0005271434783935547,0.2830007076263428
0.014474153518676758,0.5007572174072266,0.0004830360412597656,0.5175461769104004
0.025321245193481445,0.504591703414917,0.0005068778991699219,0.5323951244354248
0.007332801818847656,0.2785961627960205,0.0005781650543212891,0.28832268714904785
0.012730836868286133,0.27907705307006836,0.0003819465637207031,0.2941620349884033
0.003300189971923828,0.27402281761169434,0.00037288665771484375,0.2795901298522949
0.01793193817138672,0.07294011116027832,0.00021791458129882812,0.0932469367980957
0.012489080429077148,0.041029930114746094,0.0002110004425048828,0.054737091064453125
0.02171492576599121,0.04151511192321777,0.00021767616271972656,0.06430268287658691
0.021890640258789062,0.04090118408203125,0.0002627372741699219,0.06391191482543945
0.01049661636352539,0.041398048400878906,0.00020885467529296875,0.053070783615112305
0.01047515869140625,0.04075169563293457,0.00018835067749023438,0.0523989200592041
0.02277398109436035,0.04104185104370117,0.0002281665802001953,0.06495308876037598
0.02427196502685547,0.04104876518249512,0.0002281665802001953,0.06653594970703125
0.011090755462646484,0.04119586944580078,0.00018286705017089844,0.053502798080444336
0.010689020156860352,0.041316986083984375,0.00021195411682128906,0.05301189422607422
0.022433042526245117,0.04112601280212402,0.0002040863037109375,0.06465411186218262
0.011681079864501953,0.04116106033325195,0.00021982192993164062,0.053987979888916016
0.021645784378051758,0.04089665412902832,0.00018405914306640625,0.06355786323547363
0.013328075408935547,0.04096794128417969,0.0002009868621826172,0.05539202690124512
0.022327899932861328,0.04090309143066406,0.00019693374633789062,0.06442904472351074
0.012042045593261719,0.04094696044921875,0.0002090930938720703,0.05404496192932129
0.01121211051940918,0.0410618782043457,0.00018310546875,0.05327796936035156
0.011813879013061523,0.04101920127868652,0.00017881393432617188,0.053941965103149414
0.009297847747802734,0.04102206230163574,0.0001990795135498047,0.05147886276245117
0.012104988098144531,0.04091000556945801,0.00020003318786621094,0.05405688285827637
0.012398004531860352,0.04092288017272949,0.000179290771484375,0.05437827110290527
0.010830163955688477,0.040966033935546875,0.00019288063049316406,0.05291008949279785
0.013173103332519531,0.04096794128417969,0.00020575523376464844,0.055151939392089844
0.010123014450073242,0.04125213623046875,0.00018906593322753906,0.052454233169555664
0.013899087905883789,0.040839195251464844,0.00021576881408691406,0.0557858943939209
0.009523868560791016,0.04095005989074707,0.00024008750915527344,0.05154299736022949
0.013926267623901367,0.04117918014526367,0.00020766258239746094,0.056257009506225586
0.011749744415283203,0.04100203514099121,0.00019598007202148438,0.053854942321777344
0.009282112121582031,0.048349857330322266,0.00023508071899414062,0.05891776084899902
0.003894805908203125,0.054802894592285156,0.00022792816162109375,0.06000781059265137
0.032328128814697266,0.041055917739868164,0.00020694732666015625,0.07443404197692871
0.01214599609375,0.04108595848083496,0.00020599365234375,0.05441904067993164
0.011941909790039062,0.04096698760986328,0.0001919269561767578,0.054007768630981445
0.009842157363891602,0.041871070861816406,0.000209808349609375,0.05278420448303223
0.009918928146362305,0.044306278228759766,0.00023484230041503906,0.055496931076049805
0.008751153945922852,0.0412750244140625,0.0002560615539550781,0.05129694938659668
0.011291742324829102,0.04089522361755371,0.00027680397033691406,0.053270816802978516
0.011083126068115234,0.041027069091796875,0.0002040863037109375,0.05318617820739746
0.018022775650024414,0.04095125198364258,0.00022482872009277344,0.06013989448547363
0.005677938461303711,0.04090595245361328,0.00022292137145996094,0.047666072845458984
0.012930154800415039,0.04105401039123535,0.0001990795135498047,0.055236101150512695
0.011368989944458008,0.04082822799682617,0.00020503997802734375,0.05324912071228027
0.012394905090332031,0.04094696044921875,0.00021076202392578125,0.054447174072265625
0.01134490966796875,0.04094815254211426,0.00021076202392578125,0.0532989501953125
0.011812210083007812,0.04101300239562988,0.00022912025451660156,0.05394625663757324
0.011555671691894531,0.040863990783691406,0.00020194053649902344,0.05352973937988281
0.012174129486083984,0.04088091850280762,0.0002110004425048828,0.05413007736206055
0.011387109756469727,0.04104185104370117,0.00018405914306640625,0.05340218544006348
0.011216878890991211,0.0410771369934082,0.00020575523376464844,0.05343365669250488
0.009747028350830078,0.04122591018676758,0.0001819133758544922,0.052060842514038086
0.011497259140014648,0.0591738224029541,0.00020194053649902344,0.07174801826477051
0.02697277069091797,0.019463062286376953,0.00023102760314941406,0.04744696617126465
0.002161741256713867,0.040924787521362305,0.00021982192993164062,0.04417276382446289
0.010677099227905273,0.04151296615600586,0.00020694732666015625,0.05325603485107422
0.011206865310668945,0.059790849685668945,0.00021195411682128906,0.0721898078918457
0.028453826904296875,0.040862083435058594,0.00022292137145996094,0.07037901878356934
0.012743949890136719,0.05935788154602051,0.00018715858459472656,0.07312893867492676
0.024140119552612305,0.01896381378173828,0.0001971721649169922,0.04426908493041992
0.033418893814086914,0.040866851806640625,0.00022602081298828125,0.0754098892211914
0.012200355529785156,0.04100918769836426,0.000186920166015625,0.05434823036193848
0.01112818717956543,0.041455984115600586,0.00022292137145996094,0.0537259578704834
0.013321161270141602,0.05884099006652832,0.00023102760314941406,0.07327914237976074
0.026447772979736328,0.05875086784362793,0.00019812583923339844,0.08641290664672852
0.0315859317779541,0.041249990463256836,0.00019097328186035156,0.07390499114990234
0.006171226501464844,0.04079890251159668,0.00018215179443359375,0.04803109169006348
0.013070106506347656,0.05884695053100586,0.00019097328186035156,0.07293486595153809
0.026842117309570312,0.05872464179992676,0.00019311904907226562,0.08654499053955078
0.026452064514160156,0.040894269943237305,0.00017881393432617188,0.06843209266662598
0.012234210968017578,0.040744781494140625,0.00017786026000976562,0.054084062576293945
0.01128697395324707,0.04107189178466797,0.00019502639770507812,0.05333971977233887
0.012420177459716797,0.04081583023071289,0.0002009868621826172,0.05423903465270996
0.012546777725219727,0.04081296920776367,0.00020885467529296875,0.05444693565368652
0.01137685775756836,0.040838003158569336,0.00018405914306640625,0.0532379150390625
0.011790037155151367,0.04074287414550781,0.00018310546875,0.05349302291870117
0.011754989624023438,0.04081296920776367,0.00017905235290527344,0.053581953048706055
0.013247013092041016,0.04096484184265137,0.00019884109497070312,0.05523991584777832
0.018945932388305664,0.04088187217712402,0.0001800060272216797,0.060814857482910156
0.004634857177734375,0.0408780574798584,0.00019097328186035156,0.04662799835205078
0.012457847595214844,0.040952205657958984,0.0001926422119140625,0.05445575714111328
0.011244058609008789,0.041004180908203125,0.00019097328186035156,0.05333304405212402
